Id,SalePrice
49,134408.21261558993
125,102217.60057184836
875,317781.5549467726
132,145872.78419908657
512,112820.74702923915
281,214569.44624258825
718,316834.27375981887
123,157752.4550898964
241,107684.45358159712
1294,120398.69474131317
1335,161854.51817236777
293,229010.9872668804
1426,252414.45200373052
467,165043.51815742554
1181,304565.22363117576
500,106568.29952811227
403,235584.43603544484
666,219870.3099111514
1411,159027.51704988733
627,151820.57014257592
200,141189.6431313993
303,136330.21022431782
350,291515.5381525732
1345,90032.72682971641
862,142525.21034773762
465,177139.18269995597
1112,125699.15302192075
542,194773.060552155
36,161075.21814208778
652,189167.7577613069
279,214964.83248574476
776,224480.83895460123
806,128886.83330004792
856,143609.22810889373
24,158518.12697260902
788,103800.51988394062
1353,444290.2992380125
1436,112847.7597552477
1392,112537.87193498122
138,240588.90761897282
321,327140.6185639921
1145,130009.36382514113
599,138545.748449846
1192,132157.64532842295
382,198643.93184507053
182,124507.98348306051
920,191648.67980984016
1098,117554.32311579862
435,229427.12386444854
1071,145349.8735277465
844,141909.20479494723
198,121940.90015095503
1178,127272.5156869531
262,153475.97341651111
741,128056.88486865495
1227,156808.524842081
934,273028.53200388816
1347,282088.23175592406
801,114531.28362872687
1039,78091.32667517824
843,117543.54726642453
762,201107.04940016445
445,144595.71626979802
1030,128341.45449758272
1275,140085.20393053684
331,130228.97010096326
1144,95165.8754384221
526,136037.5589314741
1161,233486.95245785033
1219,95202.41055198459
15,134701.497717771
880,154486.07694924832
469,174983.9641219722
941,203342.77430912954
422,119192.22584091932
1203,200410.837277018
247,135351.82665665649
399,223472.91522024362
161,398726.14962122124
1384,110723.352583118
569,147269.9991824482
557,112392.95420099876
597,174864.5917528792
159,303809.76430442155
989,202078.84276199393
1138,199234.47697506752
1107,225726.5967286145
78,122303.81995289249
204,105410.10316509692
853,178771.85980810446
726,296930.05394824455
1173,234714.42179146208
1059,201688.60082613913
1160,139413.68835303205
585,348679.3110129091
693,98290.29333769146
689,196436.35042159903
1429,195701.6941496804
1246,199794.02860976654
1131,126256.702997476
1143,91904.34972024102
1380,66582.13871644676
815,204364.0754667574
739,190404.01642721175
1446,160248.9959888317
362,194037.38246572067
879,145379.79377752516
406,122911.02665062001
474,258407.88933103636
804,106396.4305938667
714,176734.48640517818
260,175072.73752429735
1146,175506.11447131968
1029,115639.71315312054
495,79613.7488314591
1360,202950.10761760056
433,179563.92434845588
206,131883.0423233694
140,100068.64541577347
164,136653.63470961468
437,115721.18018523183
315,184726.91929152235
805,206121.30643721035
